loan_id,no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term,fico_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
2374,4, Graduate, No,99000,284000,10,763,237000,127000,358000,58000, Approved
2375,0, Not Graduate, No,48000,190000,12,650,70000,10000,156000,48000, Approved
2376,0, Graduate, Yes,29000,97000,2,820,67000,16000,91000,39000, Approved
2377,1, Not Graduate, Yes,35000,135000,12,824,84000,39000,116000,41000, Approved
2378,1, Not Graduate, Yes,49000,126000,4,718,118000,73000,118000,38000, Approved
2379,2, Not Graduate, Yes,51000,133000,14,313,59000,79000,180000,39000, Rejected
2380,5, Graduate, No,73000,262000,10,751,14000,122000,267000,104000, Approved
2381,0, Graduate, Yes,2000,3000,18,520,1000,3000,6000,1000, Rejected
2382,2, Graduate, No,14000,47000,4,355,21000,6000,44000,14000, Approved
2383,3, Graduate, Yes,87000,336000,14,314,77000,100000,217000,62000, Rejected
2384,1, Not Graduate, Yes,28000,59000,20,728,10000,32000,103000,14000, Approved
2385,3, Graduate, Yes,91000,301000,14,564,266000,73000,227000,82000, Approved
2386,0, Not Graduate, Yes,68000,153000,14,699,199000,26000,139000,83000, Approved
2387,0, Not Graduate, Yes,50000,170000,6,624,67000,62000,154000,59000, Approved
2388,0, Graduate, Yes,44000,168000,14,795,87000,87000,126000,34000, Approved
2389,5, Not Graduate, Yes,84000,186000,20,703,25000,71000,288000,95000, Approved
2390,4, Graduate, No,78000,173000,4,394,36000,131000,243000,72000, Rejected
2391,4, Graduate, Yes,48000,99000,14,779,52000,93000,186000,29000, Approved
2392,1, Graduate, No,32000,88000,4,405,10000,26000,107000,34000, Rejected
2393,5, Graduate, Yes,23000,67000,16,612,67000,33000,88000,20000, Approved
2394,5, Not Graduate, Yes,92000,281000,10,448,223000,33000,332000,107000, Rejected
2395,2, Not Graduate, Yes,47000,137000,6,506,13000,79000,167000,35000, Rejected
2396,0, Not Graduate, Yes,80000,304000,2,776,166000,14000,291000,78000, Approved
2397,1, Graduate, Yes,26000,86000,6,730,8000,29000,60000,31000, Approved
2398,3, Not Graduate, No,2000,8000,20,730,0,3000,4000,3000, Approved
2399,5, Graduate, No,73000,172000,2,345,61000,84000,232000,49000, Rejected
2400,4, Not Graduate, No,33000,118000,2,847,78000,24000,121000,30000, Approved
2401,4, Not Graduate, No,83000,233000,20,398,185000,115000,171000,99000, Rejected
2402,5, Not Graduate, Yes,41000,96000,2,307,88000,78000,85000,31000, Rejected
2403,1, Not Graduate, No,73000,237000,16,852,94000,68000,226000,85000, Approved
2404,1, Not Graduate, No,93000,275000,6,364,122000,138000,253000,108000, Rejected
2405,2, Graduate, Yes,43000,152000,12,552,34000,21000,127000,48000, Approved
2406,3, Not Graduate, No,26000,81000,2,421,42000,31000,62000,25000, Approved
2407,5, Graduate, No,29000,98000,12,588,59000,23000,68000,29000, Approved
2408,2, Graduate, Yes,9000,35000,6,763,23000,3000,20000,6000, Approved
2409,3, Not Graduate, Yes,49000,175000,20,823,126000,87000,143000,48000, Approved
2410,0, Graduate, No,77000,248000,10,642,168000,107000,274000,45000, Approved
2411,1, Graduate, No,47000,168000,12,647,104000,83000,106000,34000, Approved
2412,5, Not Graduate, No,30000,89000,20,886,26000,10000,106000,28000, Approved
2413,4, Not Graduate, No,97000,262000,4,518,262000,0,225000,140000, Rejected
2414,0, Graduate, Yes,69000,268000,20,515,108000,25000,167000,83000, Rejected
2415,2, Not Graduate, Yes,38000,124000,8,340,18000,26000,97000,26000, Rejected
2416,3, Not Graduate, Yes,6000,17000,14,521,0,10000,17000,6000, Rejected
2417,2, Not Graduate, Yes,12000,29000,12,330,4000,16000,38000,6000, Rejected
2418,4, Not Graduate, Yes,78000,268000,2,474,89000,112000,184000,56000, Approved
2419,0, Not Graduate, No,90000,351000,6,898,5000,162000,207000,91000, Approved
2420,1, Not Graduate, No,28000,91000,12,436,36000,5000,78000,36000, Rejected
2421,1, Not Graduate, No,78000,213000,10,326,228000,107000,185000,45000, Rejected
2422,4, Graduate, Yes,47000,95000,18,876,118000,66000,180000,41000, Approved
2423,2, Graduate, No,46000,175000,20,597,114000,61000,141000,41000, Approved
2424,4, Graduate, No,51000,161000,14,436,114000,27000,131000,67000, Rejected
2425,3, Not Graduate, Yes,61000,228000,18,640,168000,73000,196000,60000, Approved
2426,0, Not Graduate, No,60000,229000,16,302,122000,65000,177000,71000, Rejected
2427,2, Not Graduate, No,84000,232000,16,476,152000,54000,187000,86000, Rejected
2428,2, Graduate, No,93000,220000,14,393,43000,38000,284000,139000, Rejected
2429,0, Graduate, No,42000,103000,10,506,93000,45000,124000,60000, Rejected
2430,3, Graduate, No,96000,378000,10,418,67000,55000,349000,113000, Rejected
2431,3, Graduate, No,56000,134000,6,865,149000,97000,123000,60000, Approved
2432,4, Graduate, No,78000,286000,2,703,5000,124000,295000,105000, Approved
2433,2, Graduate, Yes,45000,126000,2,568,69000,39000,178000,29000, Approved
2434,3, Graduate, No,24000,59000,2,425,11000,5000,74000,25000, Rejected
2435,0, Not Graduate, No,39000,113000,12,305,50000,59000,88000,21000, Rejected
2436,5, Graduate, Yes,96000,206000,6,456,173000,110000,217000,116000, Rejected
2437,4, Not Graduate, No,9000,26000,2,602,6000,8000,32000,10000, Approved
2438,3, Graduate, Yes,11000,38000,20,814,14000,15000,32000,11000, Approved
2439,4, Not Graduate, No,64000,249000,2,640,100000,57000,187000,63000, Approved
2440,2, Graduate, No,46000,150000,4,817,72000,24000,130000,66000, Approved
2441,4, Graduate, No,76000,298000,20,361,138000,58000,153000,59000, Rejected
2442,5, Not Graduate, No,68000,201000,14,839,19000,6000,156000,75000, Approved
2443,5, Graduate, No,71000,270000,20,592,51000,96000,202000,76000, Approved
2444,4, Not Graduate, Yes,67000,247000,6,498,129000,7000,188000,84000, Rejected
2445,5, Not Graduate, Yes,58000,124000,6,847,51000,90000,141000,76000, Approved
2446,0, Graduate, Yes,86000,294000,16,643,10000,141000,330000,123000, Approved
2447,0, Graduate, Yes,35000,106000,4,389,83000,48000,91000,25000, Approved
2448,2, Graduate, Yes,48000,175000,20,381,4000,69000,134000,70000, Rejected
2449,5, Graduate, Yes,61000,144000,16,400,92000,28000,238000,56000, Rejected
2450,5, Graduate, Yes,52000,127000,16,718,117000,1000,181000,72000, Approved
2451,5, Not Graduate, Yes,41000,124000,8,309,82000,10000,130000,33000, Rejected
2452,5, Not Graduate, No,32000,74000,2,838,22000,29000,102000,36000, Approved
2453,3, Not Graduate, Yes,75000,216000,14,678,88000,121000,201000,112000, Approved
2454,2, Not Graduate, Yes,15000,45000,14,826,32000,17000,46000,16000, Approved
2455,4, Graduate, Yes,12000,31000,16,348,12000,22000,35000,17000, Rejected
2456,1, Graduate, Yes,84000,197000,6,476,247000,165000,318000,121000, Rejected
2457,0, Not Graduate, Yes,79000,263000,8,666,46000,92000,184000,118000, Approved
2458,1, Graduate, Yes,21000,43000,20,896,1000,23000,75000,23000, Approved
2459,2, Graduate, No,25000,70000,20,547,8000,12000,52000,23000, Rejected
2460,2, Not Graduate, Yes,37000,139000,2,405,59000,32000,91000,55000, Approved
2461,5, Graduate, No,11000,40000,16,498,4000,1000,23000,7000, Rejected
2462,5, Graduate, No,65000,248000,8,779,70000,96000,157000,88000, Approved
2463,0, Not Graduate, Yes,82000,315000,8,403,115000,88000,190000,61000, Rejected
2464,2, Not Graduate, No,50000,124000,8,709,113000,68000,133000,42000, Approved
2465,1, Not Graduate, No,15000,60000,6,507,26000,27000,48000,19000, Rejected
2466,5, Not Graduate, No,37000,91000,18,368,34000,24000,84000,33000, Rejected
2467,3, Graduate, Yes,41000,146000,16,760,47000,66000,149000,30000, Approved
2468,2, Not Graduate, No,72000,168000,6,796,66000,61000,144000,98000, Approved
2469,1, Graduate, No,20000,50000,6,876,5000,29000,58000,15000, Approved
2470,3, Not Graduate, No,20000,47000,14,673,8000,34000,59000,15000, Approved
2471,1, Graduate, Yes,51000,115000,4,747,50000,89000,141000,70000, Approved
2472,1, Not Graduate, No,60000,136000,12,589,90000,3000,126000,71000, Approved
2473,1, Graduate, No,49000,181000,8,382,136000,4000,155000,24000, Rejected
2474,3, Not Graduate, Yes,9000,23000,12,900,13000,0,33000,11000, Approved
2475,1, Graduate, Yes,75000,250000,18,628,35000,22000,217000,47000, Approved
2476,2, Graduate, No,64000,250000,12,667,135000,55000,255000,54000, Approved
2477,2, Graduate, Yes,87000,264000,2,778,85000,24000,288000,103000, Approved
2478,4, Graduate, Yes,73000,172000,18,831,185000,43000,230000,52000, Approved
2479,5, Graduate, No,74000,271000,4,320,198000,146000,252000,94000, Approved
2480,2, Graduate, No,27000,93000,16,656,77000,25000,64000,36000, Approved
2481,3, Graduate, No,34000,89000,6,896,42000,48000,102000,42000, Approved
2482,3, Not Graduate, Yes,21000,74000,4,320,33000,27000,63000,22000, Approved
2483,2, Not Graduate, No,31000,105000,10,751,55000,59000,90000,16000, Approved
2484,5, Not Graduate, No,47000,174000,2,523,106000,70000,109000,52000, Approved
2485,5, Graduate, No,31000,105000,6,584,77000,21000,109000,29000, Approved
2486,2, Not Graduate, No,57000,204000,2,630,30000,31000,226000,29000, Approved
2487,3, Graduate, Yes,23000,80000,14,472,44000,33000,77000,18000, Rejected
2488,0, Not Graduate, Yes,66000,185000,16,802,146000,11000,218000,97000, Approved
2489,2, Graduate, Yes,27000,64000,18,547,50000,17000,92000,17000, Rejected
2490,1, Not Graduate, Yes,8000,28000,16,726,20000,13000,31000,12000, Approved
2491,1, Graduate, No,66000,185000,8,712,23000,32000,244000,76000, Approved
2492,3, Graduate, No,39000,107000,6,790,106000,19000,125000,27000, Approved
2493,5, Not Graduate, No,2000,6000,16,396,0,0,5000,2000, Rejected
2494,3, Graduate, No,20000,42000,6,831,13000,17000,69000,12000, Approved
2495,2, Graduate, Yes,91000,209000,20,632,42000,4000,300000,132000, Approved
2496,3, Graduate, No,47000,108000,8,527,133000,31000,136000,48000, Rejected
2497,3, Not Graduate, Yes,32000,111000,6,708,89000,57000,81000,15000, Approved
2498,2, Not Graduate, No,17000,42000,14,829,2000,16000,46000,16000, Approved
2499,1, Not Graduate, No,26000,81000,12,854,45000,51000,63000,25000, Approved
2500,3, Not Graduate, Yes,27000,67000,14,899,24000,42000,60000,20000, Approved
2501,0, Not Graduate, Yes,36000,134000,6,589,36000,0,112000,40000, Approved
2502,4, Graduate, Yes,72000,260000,6,571,47000,0,226000,42000, Approved
2503,2, Not Graduate, Yes,25000,64000,6,708,69000,2000,99000,35000, Approved
2504,2, Not Graduate, No,55000,196000,16,328,24000,48000,109000,37000, Rejected
2505,3, Graduate, Yes,92000,335000,8,564,208000,152000,298000,114000, Approved
2506,3, Not Graduate, No,90000,190000,8,693,183000,45000,296000,72000, Approved
2507,4, Not Graduate, Yes,59000,150000,14,626,164000,46000,176000,82000, Approved
2508,4, Graduate, No,56000,156000,12,470,99000,107000,146000,70000, Rejected
2509,2, Not Graduate, Yes,32000,125000,8,849,4000,53000,104000,44000, Approved
2510,5, Not Graduate, No,91000,278000,16,547,219000,70000,319000,94000, Rejected
2511,0, Not Graduate, Yes,46000,151000,2,417,56000,39000,118000,66000, Approved
2512,4, Graduate, No,73000,149000,2,358,136000,123000,204000,73000, Rejected
2513,5, Not Graduate, Yes,13000,31000,16,826,2000,17000,51000,14000, Approved
2514,0, Not Graduate, No,18000,42000,6,836,13000,19000,68000,20000, Approved
2515,3, Graduate, No,5000,17000,10,509,4000,3000,14000,3000, Rejected
2516,2, Not Graduate, Yes,57000,205000,20,581,152000,78000,114000,85000, Approved
2517,4, Graduate, No,3000,11000,4,359,1000,0,10000,2000, Approved
2518,5, Graduate, Yes,21000,71000,10,517,12000,29000,54000,14000, Rejected
2519,1, Not Graduate, Yes,57000,201000,14,442,117000,73000,179000,65000, Rejected
2520,1, Not Graduate, Yes,11000,27000,16,346,19000,3000,22000,8000, Rejected
2521,5, Graduate, No,93000,340000,6,742,42000,6000,328000,82000, Approved
2522,1, Graduate, Yes,35000,81000,10,626,71000,55000,72000,29000, Approved
2523,0, Not Graduate, Yes,82000,288000,4,619,90000,11000,230000,63000, Approved
2524,2, Not Graduate, Yes,75000,179000,20,734,91000,55000,230000,49000, Approved
2525,1, Graduate, Yes,70000,256000,6,420,151000,115000,153000,87000, Rejected
2526,5, Not Graduate, Yes,39000,83000,18,600,39000,6000,104000,56000, Approved
2527,3, Graduate, Yes,47000,132000,12,440,40000,33000,166000,43000, Rejected
2528,5, Not Graduate, Yes,17000,52000,16,820,17000,12000,40000,10000, Approved
2529,0, Graduate, No,25000,78000,8,437,58000,0,58000,33000, Rejected
2530,1, Not Graduate, Yes,4000,14000,12,468,7000,0,15000,4000, Rejected
2531,0, Not Graduate, Yes,24000,91000,8,368,22000,2000,56000,33000, Rejected
2532,4, Graduate, No,57000,219000,2,871,32000,17000,144000,61000, Approved
2533,1, Graduate, No,98000,379000,4,816,218000,122000,261000,85000, Approved
2534,5, Graduate, No,90000,328000,4,773,106000,41000,189000,115000, Approved
2535,3, Not Graduate, No,8000,30000,14,576,12000,13000,26000,4000, Approved
2536,1, Graduate, No,16000,45000,14,673,19000,27000,37000,13000, Approved
2537,0, Graduate, Yes,98000,341000,20,760,215000,94000,334000,136000, Approved
2538,5, Not Graduate, Yes,29000,75000,12,678,34000,30000,109000,37000, Approved
2539,4, Not Graduate, Yes,39000,120000,14,893,60000,47000,129000,52000, Approved
2540,0, Graduate, Yes,33000,90000,18,754,61000,39000,69000,47000, Approved
2541,3, Graduate, Yes,7000,22000,8,617,16000,4000,24000,9000, Approved
2542,3, Not Graduate, Yes,84000,295000,20,661,146000,34000,289000,109000, Approved
2543,1, Graduate, Yes,40000,121000,12,356,105000,25000,156000,50000, Rejected
2544,0, Not Graduate, Yes,19000,63000,16,811,11000,1000,51000,19000, Approved
2545,0, Not Graduate, No,39000,146000,2,730,92000,40000,146000,54000, Approved
2546,5, Not Graduate, No,74000,180000,2,792,53000,94000,199000,53000, Approved
2547,5, Not Graduate, Yes,59000,160000,6,798,159000,50000,123000,31000, Approved
2548,2, Not Graduate, No,14000,29000,12,490,6000,16000,55000,13000, Rejected
2549,2, Graduate, Yes,18000,55000,6,448,29000,3000,56000,13000, Rejected
2550,0, Graduate, Yes,10000,31000,6,525,19000,17000,28000,14000, Rejected
2551,1, Graduate, No,74000,192000,20,415,22000,48000,292000,70000, Rejected
2552,5, Graduate, No,27000,106000,16,496,8000,29000,97000,24000, Rejected
2553,1, Not Graduate, Yes,36000,131000,8,543,29000,1000,99000,27000, Rejected
2554,5, Graduate, No,70000,184000,12,520,47000,119000,170000,38000, Rejected
2555,4, Not Graduate, Yes,50000,180000,14,307,53000,56000,128000,33000, Rejected
2556,2, Graduate, No,18000,57000,14,502,14000,11000,44000,13000, Rejected
2557,2, Graduate, Yes,47000,120000,6,505,34000,38000,180000,23000, Rejected
2558,2, Not Graduate, Yes,67000,231000,4,304,144000,71000,243000,100000, Approved
2559,5, Not Graduate, No,58000,175000,10,719,58000,19000,124000,31000, Approved
2560,0, Graduate, Yes,59000,227000,18,855,134000,63000,145000,40000, Approved
2561,4, Not Graduate, No,60000,158000,18,593,68000,48000,132000,64000, Approved
2562,1, Not Graduate, Yes,7000,14000,10,523,7000,11000,16000,9000, Rejected
2563,0, Not Graduate, Yes,37000,131000,14,385,106000,68000,92000,49000, Rejected
2564,0, Graduate, Yes,71000,193000,6,783,39000,48000,218000,50000, Approved
2565,5, Graduate, Yes,11000,39000,2,538,4000,13000,43000,16000, Approved
2566,3, Not Graduate, Yes,95000,201000,2,506,168000,8000,327000,110000, Rejected
2567,4, Not Graduate, Yes,22000,86000,2,461,14000,30000,47000,21000, Approved
2568,4, Not Graduate, Yes,55000,200000,8,666,38000,47000,180000,79000, Approved
2569,3, Not Graduate, Yes,44000,163000,20,561,55000,80000,120000,40000, Approved
2570,5, Not Graduate, No,50000,108000,10,345,123000,50000,141000,63000, Rejected
2571,4, Not Graduate, Yes,61000,125000,14,862,113000,15000,219000,68000, Approved
2572,3, Not Graduate, No,81000,223000,10,686,204000,87000,192000,62000, Approved
2573,4, Graduate, Yes,70000,196000,8,708,176000,26000,243000,45000, Approved
2574,4, Not Graduate, No,56000,148000,20,656,96000,92000,116000,65000, Approved
2575,4, Graduate, No,18000,70000,14,743,26000,10000,45000,15000, Approved
2576,2, Graduate, No,36000,121000,14,408,101000,42000,130000,54000, Rejected
2577,5, Graduate, No,6000,13000,14,408,10000,3000,16000,9000, Rejected
2578,1, Graduate, Yes,49000,165000,12,439,75000,14000,103000,72000, Rejected
2579,3, Graduate, Yes,30000,71000,6,415,20000,57000,95000,25000, Rejected
2580,0, Not Graduate, Yes,38000,106000,12,490,33000,65000,144000,31000, Rejected
2581,1, Graduate, Yes,76000,300000,16,884,133000,36000,172000,108000, Approved
2582,4, Graduate, No,78000,254000,18,425,30000,140000,305000,72000, Rejected
2583,0, Graduate, No,68000,217000,20,730,175000,13000,186000,36000, Approved
2584,4, Graduate, Yes,59000,173000,20,657,15000,56000,130000,41000, Approved
2585,2, Not Graduate, No,49000,168000,10,480,22000,89000,126000,27000, Rejected
2586,3, Not Graduate, Yes,11000,31000,16,356,13000,1000,30000,16000, Rejected
2587,1, Not Graduate, Yes,98000,360000,12,629,280000,41000,298000,112000, Approved
2588,1, Graduate, Yes,12000,47000,2,667,11000,3000,42000,8000, Approved
2589,0, Not Graduate, No,47000,115000,18,559,75000,0,187000,26000, Approved
2590,4, Graduate, No,67000,160000,4,791,0,130000,207000,52000, Approved
2591,0, Not Graduate, Yes,37000,113000,6,538,62000,4000,104000,54000, Rejected
2592,2, Graduate, No,74000,160000,20,358,167000,55000,268000,43000, Rejected
2593,2, Not Graduate, No,33000,117000,14,439,40000,63000,83000,17000, Rejected
2594,2, Graduate, Yes,48000,153000,12,503,33000,40000,120000,43000, Rejected
2595,4, Graduate, Yes,46000,119000,6,810,112000,82000,175000,52000, Approved
2596,1, Graduate, Yes,80000,306000,14,302,127000,131000,239000,68000, Rejected
2597,0, Not Graduate, No,41000,88000,18,300,109000,64000,86000,35000, Rejected
2598,4, Not Graduate, No,26000,72000,16,612,13000,10000,58000,14000, Approved
2599,3, Not Graduate, No,13000,50000,6,686,27000,20000,41000,9000, Approved
2600,0, Graduate, Yes,23000,49000,12,409,33000,24000,47000,32000, Rejected
2601,5, Graduate, No,3000,9000,6,492,8000,3000,7000,4000, Rejected
2602,0, Graduate, Yes,70000,217000,20,498,66000,55000,147000,39000, Rejected
2603,3, Not Graduate, Yes,44000,109000,18,611,86000,63000,88000,30000, Approved
2604,5, Not Graduate, Yes,51000,118000,6,776,76000,4000,105000,44000, Approved
2605,1, Not Graduate, No,59000,130000,6,779,108000,116000,131000,66000, Approved
2606,3, Graduate, Yes,78000,272000,16,560,36000,81000,218000,86000, Approved
2607,4, Graduate, Yes,22000,51000,6,308,32000,26000,66000,31000, Rejected
2608,4, Not Graduate, No,54000,126000,18,786,3000,25000,210000,66000, Approved
2609,1, Not Graduate, No,74000,291000,8,597,121000,48000,163000,70000, Approved
2610,4, Graduate, No,58000,120000,12,811,94000,88000,142000,31000, Approved
2611,1, Graduate, Yes,58000,130000,12,862,113000,84000,120000,39000, Approved
2612,3, Not Graduate, Yes,48000,142000,12,369,32000,2000,140000,30000, Rejected
2613,1, Not Graduate, Yes,74000,239000,4,687,208000,109000,261000,56000, Approved
2614,0, Not Graduate, Yes,96000,196000,12,500,215000,7000,376000,109000, Rejected
2615,2, Not Graduate, Yes,2000,5000,6,746,4000,0,5000,0, Approved
2616,4, Not Graduate, No,7000,21000,14,619,19000,7000,24000,10000, Approved
2617,2, Not Graduate, No,76000,167000,20,692,99000,96000,251000,74000, Approved
2618,1, Not Graduate, Yes,14000,33000,18,321,9000,15000,30000,7000, Rejected
2619,2, Not Graduate, Yes,38000,150000,14,730,108000,29000,107000,36000, Approved
2620,3, Not Graduate, No,27000,108000,6,480,44000,0,103000,35000, Rejected
2621,2, Not Graduate, Yes,50000,107000,2,753,126000,90000,115000,57000, Approved
2622,4, Graduate, Yes,90000,289000,6,637,113000,12000,330000,48000, Approved
2623,3, Graduate, No,37000,90000,6,483,93000,4000,99000,36000, Rejected
2624,4, Not Graduate, Yes,3000,11000,4,315,7000,1000,9000,1000, Approved
2625,4, Graduate, No,18000,41000,8,777,22000,25000,36000,19000, Approved
2626,2, Graduate, No,79000,177000,4,402,209000,118000,256000,84000, Rejected
2627,4, Graduate, Yes,21000,77000,8,493,43000,4000,44000,13000, Rejected
2628,0, Graduate, Yes,9000,31000,4,355,17000,1000,30000,5000, Approved
2629,3, Graduate, No,99000,236000,18,557,183000,86000,230000,91000, Approved
2630,0, Not Graduate, Yes,56000,200000,20,606,71000,5000,200000,76000, Approved
2631,1, Not Graduate, Yes,60000,122000,16,743,88000,26000,206000,29000, Approved
2632,5, Not Graduate, No,57000,184000,4,579,128000,40000,172000,49000, Approved
2633,0, Graduate, Yes,90000,331000,20,734,28000,59000,253000,103000, Approved
2634,0, Graduate, No,73000,161000,2,490,76000,14000,218000,107000, Rejected
2635,5, Graduate, No,53000,205000,16,802,112000,71000,211000,41000, Approved
2636,1, Not Graduate, Yes,35000,74000,16,867,5000,66000,95000,21000, Approved
2637,0, Not Graduate, No,10000,22000,12,302,22000,4000,37000,14000, Rejected
2638,0, Not Graduate, No,51000,199000,12,867,18000,71000,183000,57000, Approved
2639,0, Graduate, Yes,29000,99000,8,312,18000,45000,112000,37000, Rejected
2640,3, Not Graduate, No,76000,191000,14,762,148000,150000,235000,73000, Approved
2641,5, Not Graduate, Yes,60000,147000,18,462,154000,97000,138000,35000, Rejected
2642,1, Graduate, No,63000,182000,18,849,43000,58000,155000,52000, Approved
2643,3, Not Graduate, No,19000,74000,18,592,23000,30000,60000,18000, Approved
2644,4, Graduate, No,6000,14000,4,507,2000,3000,17000,4000, Rejected
2645,2, Not Graduate, Yes,41000,114000,14,505,81000,75000,101000,55000, Rejected
2646,0, Not Graduate, Yes,8000,32000,8,467,9000,4000,31000,8000, Rejected
2647,2, Not Graduate, No,66000,229000,16,543,25000,110000,263000,85000, Rejected
2648,4, Graduate, Yes,3000,11000,12,674,6000,0,8000,2000, Approved
2649,3, Graduate, No,61000,135000,2,717,157000,42000,161000,34000, Approved
2650,5, Not Graduate, Yes,48000,170000,10,666,68000,54000,124000,29000, Approved
2651,4, Not Graduate, No,45000,173000,18,830,2000,42000,120000,25000, Approved
2652,2, Graduate, No,38000,94000,16,383,83000,5000,92000,23000, Rejected
2653,2, Graduate, Yes,70000,189000,8,584,130000,136000,206000,50000, Approved
2654,2, Not Graduate, No,44000,142000,18,799,63000,78000,108000,24000, Approved
2655,5, Graduate, No,53000,194000,6,510,147000,70000,136000,37000, Rejected
2656,0, Not Graduate, Yes,26000,59000,6,572,58000,31000,73000,38000, Approved
2657,3, Not Graduate, No,33000,131000,2,554,60000,25000,67000,38000, Approved
2658,1, Not Graduate, Yes,12000,48000,6,344,29000,17000,32000,13000, Rejected
2659,3, Graduate, No,43000,86000,8,881,91000,52000,150000,55000, Approved
2660,0, Not Graduate, Yes,84000,272000,10,514,25000,64000,201000,72000, Rejected
2661,0, Graduate, No,6000,18000,18,796,10000,7000,12000,5000, Approved
2662,2, Graduate, Yes,47000,162000,12,802,23000,54000,148000,67000, Approved
2663,3, Graduate, No,42000,125000,20,375,13000,51000,109000,24000, Rejected
2664,2, Graduate, No,43000,147000,2,871,41000,73000,139000,44000, Approved
2665,0, Not Graduate, No,8000,29000,2,439,1000,9000,27000,12000, Approved
2666,0, Not Graduate, Yes,93000,320000,8,438,248000,64000,349000,124000, Rejected
2667,5, Not Graduate, No,62000,137000,2,468,33000,123000,139000,55000, Rejected
2668,3, Graduate, Yes,35000,102000,12,645,104000,57000,100000,24000, Approved
2669,2, Graduate, Yes,36000,92000,18,700,44000,18000,107000,35000, Approved
2670,5, Graduate, Yes,95000,367000,16,348,35000,22000,316000,114000, Rejected
2671,5, Graduate, Yes,6000,14000,10,877,14000,4000,20000,7000, Approved
2672,0, Not Graduate, Yes,38000,149000,6,899,78000,6000,124000,28000, Approved
2673,3, Graduate, Yes,14000,35000,12,610,12000,6000,38000,14000, Approved
2674,1, Not Graduate, No,63000,239000,4,742,15000,71000,218000,43000, Approved
2675,1, Not Graduate, Yes,28000,66000,18,801,40000,49000,71000,37000, Approved
2676,4, Graduate, Yes,54000,171000,2,533,138000,51000,122000,47000, Approved
2677,3, Not Graduate, Yes,63000,239000,16,656,127000,93000,152000,51000, Approved
2678,3, Graduate, Yes,39000,143000,18,785,109000,76000,139000,49000, Approved
2679,2, Graduate, Yes,42000,157000,2,332,70000,7000,133000,30000, Approved
2680,0, Graduate, No,31000,81000,18,768,4000,16000,116000,24000, Approved
2681,1, Graduate, No,34000,86000,6,640,77000,10000,78000,44000, Approved
2682,4, Not Graduate, No,15000,31000,6,885,1000,28000,38000,19000, Approved
2683,3, Not Graduate, Yes,9000,20000,18,772,23000,7000,35000,8000, Approved
2684,4, Graduate, Yes,78000,256000,4,665,10000,23000,273000,82000, Approved
2685,1, Not Graduate, Yes,35000,105000,20,454,83000,40000,76000,21000, Rejected
2686,1, Not Graduate, No,84000,325000,14,698,206000,59000,173000,122000, Approved
2687,4, Not Graduate, Yes,64000,213000,20,332,36000,91000,162000,80000, Rejected
2688,1, Not Graduate, No,96000,283000,6,536,187000,93000,273000,60000, Rejected
2689,5, Not Graduate, Yes,21000,65000,10,796,24000,28000,73000,27000, Approved
2690,2, Not Graduate, Yes,60000,199000,8,486,121000,81000,201000,66000, Rejected
2691,0, Not Graduate, Yes,83000,168000,18,422,80000,106000,233000,114000, Rejected
2692,1, Not Graduate, Yes,53000,185000,6,501,67000,86000,166000,43000, Rejected
2693,1, Not Graduate, Yes,97000,235000,4,666,151000,94000,233000,80000, Approved
2694,3, Not Graduate, Yes,82000,165000,18,371,190000,12000,185000,82000, Rejected
2695,5, Graduate, No,34000,69000,14,312,18000,4000,103000,38000, Rejected
2696,5, Graduate, No,28000,110000,12,753,39000,46000,107000,24000, Approved
2697,0, Not Graduate, Yes,24000,52000,16,740,63000,10000,75000,29000, Approved
2698,1, Graduate, No,82000,240000,4,366,109000,152000,252000,104000, Rejected
2699,4, Not Graduate, No,42000,111000,8,526,116000,2000,168000,49000, Rejected
2700,4, Graduate, Yes,55000,148000,10,354,160000,34000,212000,77000, Rejected
2701,5, Not Graduate, Yes,29000,63000,6,719,79000,16000,80000,16000, Approved
2702,5, Not Graduate, No,63000,201000,12,774,156000,118000,162000,58000, Approved
2703,5, Not Graduate, Yes,97000,291000,18,732,47000,74000,356000,124000, Approved
2704,1, Not Graduate, No,65000,160000,6,862,20000,0,240000,97000, Approved
2705,5, Not Graduate, No,49000,108000,18,613,68000,8000,145000,53000, Approved
2706,5, Graduate, Yes,69000,165000,6,447,41000,4000,141000,66000, Rejected
2707,4, Not Graduate, Yes,11000,30000,4,730,3000,6000,36000,11000, Approved
2708,2, Not Graduate, Yes,78000,296000,14,568,-1000,86000,270000,72000, Approved
2709,2, Graduate, Yes,82000,236000,6,495,230000,106000,272000,61000, Rejected
2710,5, Not Graduate, Yes,67000,236000,14,854,30000,33000,194000,75000, Approved
2711,3, Graduate, Yes,74000,152000,10,548,167000,128000,193000,48000, Rejected
2712,1, Not Graduate, No,12000,27000,14,779,6000,22000,24000,6000, Approved
2713,0, Not Graduate, No,95000,248000,2,564,174000,160000,196000,120000, Approved
2714,5, Not Graduate, Yes,40000,82000,2,571,35000,77000,95000,44000, Approved
2715,0, Not Graduate, Yes,86000,326000,8,778,215000,141000,336000,110000, Approved
2716,4, Graduate, Yes,91000,284000,12,808,258000,118000,193000,97000, Approved
